((2251, 2252), (1, 1))
((407, 409), (3, 1))
((1088, 741), (1, 1))
((1772, 1782), (1, 1))
((1782, 487), (1, 1))
((1681, 409), (3, 1))
((18, 139), (1, 1))
((36, 1146), (1, 1))
((589, 121), (1, 1))
((54, 767), (1, 0))
((1681, 407), (3, 3))
((121, 2252), (1, 1))
((133, 452), (1, 1))
((121, 2251), (1, 1))
((2210, 864), (1, 1))
((1772, 487), (1, 1))
((1681, 695), (3, 3))
((426, 487), (1, 1))
((1609, 1791), (1, 1))
((2081, 484), (1, 1))
((2082, 133), (1, 1))
((1775, 350), (1, 1))
((294, 2047), (1, 0))
((1775, 484), (1, 1))
((1180, 1304), (1, 1))
((121, 1910), (1, 0))
((124, 2478), (1, 1))
((1648, 1210), (2, 2))
((1245, 1770), (1, 1))
((2086, 2094), (1, 1))
((2256, 1878), (5, 5))
((1253, 302), (1, 1))
((542, 1245), (1, 1))
((1782, 426), (1, 1))
((1253, 308), (1, 1))
((36, 2106), (1, 1))
((103, 484), (1, 1))
((18, 1560), (1, 1))
((589, 980), (1, 1))
((112, 487), (1, 1))
((18, 2145), (1, 1))
((1777, 426), (1, 1))
((2087, 1335), (1, 1))
((695, 407), (3, 3))
((103, 139), (1, 1))
((1782, 350), (1, 1))
((54, 401), (1, 3))
((1196, 943), (4, 4))
((2095, 2145), (1, 1))
((542, 484), (1, 1))
((784, 960), (3, 3))
((406, 2505), (1, 1))
((1772, 426), (1, 1))
((2144, 2145), (1, 1))
((308, 350), (1, 1))
((103, 1775), (1, 1))
((1561, 102), (1, 1))
((1335, 1856), (1, 1))
((1623, 1779), (1, 1))
((2080, 1770), (1, 1))
((2095, 2504), (1, 1))
((2080, 1245), (1, 1))
((1623, 139), (1, 1))
((1776, 2324), (1, 1))
((2080, 487), (1, 1))
((1204, 1330), (1, 0))
((741, 831), (1, 1))
((2080, 112), (1, 1))
((121, 980), (1, 1))
((1146, 2254), (1, 1))
((1623, 1780), (1, 1))
((134, 406), (1, 1))
((2048, 2046), (1, 1))
((1623, 112), (1, 1))
((1623, 1771), (1, 1))
((695, 2319), (3, 1))
((1623, 1777), (1, 1))
((109, 1346), (1, 1))
((1251, 1448), (1, 1))
((133, 1777), (1, 1))
((2591, 234), (1, 1))
((1560, 1623), (1, 1))
((484, 2046), (1, 1))
((1624, 384), (1, 1))
((1681, 2319), (3, 1))
((302, 350), (1, 1))
((139, 1780), (1, 1))
((1773, 1789), (1, 1))
((36, 2094), (1, 1))
((121, 802), (1, 4))
((2144, 2504), (1, 1))
((1623, 1778), (1, 1))
((124, 1367), (1, 1))
((36, 1640), (1, 1))
((153, 459), (1, 1))
((1778, 2327), (1, 1))
((350, 406), (1, 1))
((1623, 1772), (1, 1))
((1623, 1775), (1, 1))
((2144, 137), (1, 1))
((102, 109), (1, 1))
((104, 864), (1, 1))
((2085, 1490), (1, 1))
((191, 1791), (5, 1))
((1560, 505), (1, 1))
((1778, 350), (1, 1))
((18, 2082), (1, 1))
((1798, 958), (1, 1))
((1779, 505), (1, 1))
((306, 1009), (1, 1))
((1624, 1786), (1, 1))
((18, 1786), (1, 1))
((1551, 126), (1, 1))
((2144, 2331), (1, 1))
((2650, 960), (3, 3))
((1771, 1778), (1, 1))
((1656, 306), (1, 1))
((1623, 1782), (1, 1))
((1769, 399), (1, 1))
((1584, 306), (1, 1))
((1623, 133), (1, 1))
((1140, 476), (1, 1))
((2090, 350), (1, 1))
((1552, 36), (1, 1))
((2094, 2106), (1, 1))
((2090, 306), (1, 1))
((610, 234), (5, 1))
((1623, 350), (1, 1))
((603, 1248), (3, 1))
((1623, 459), (1, 1))
((2329, 2331), (1, 1))
((1771, 306), (1, 1))
((1196, 2300), (4, 1))
((1623, 452), (1, 1))
((1551, 306), (1, 1))
((2085, 350), (1, 1))
((10, 2545), (0, 1))
((2143, 1777), (1, 1))
((126, 306), (1, 1))
((10, 476), (0, 1))
((1767, 1783), (1, 1))
((1779, 306), (1, 1))
((2325, 1991), (1, 1))
((104, 2210), (1, 1))
((1789, 426), (1, 1))
((1651, 306), (1, 1))
((1623, 1770), (1, 1))
((563, 1337), (1, 1))
((306, 308), (1, 1))
((1197, 1791), (1, 1))
((306, 1856), (1, 1))
((112, 306), (1, 1))
((2090, 1335), (1, 1))
((406, 505), (1, 1))
((2107, 1781), (1, 1))
((1776, 960), (1, 3))
((460, 2532), (1, 1))
((1781, 306), (1, 1))
((2087, 306), (1, 1))
((1623, 153), (1, 1))
((2143, 1787), (1, 1))
((1670, 1346), (1, 1))
((1245, 306), (1, 1))
((306, 2046), (1, 1))
((417, 2494), (3, 3))
((36, 2107), (1, 1))
((542, 1623), (1, 1))
((306, 1490), (1, 1))
((589, 1158), (1, 1))
((306, 426), (1, 1))
((36, 1781), (1, 1))
((2144, 2329), (1, 1))
((2143, 1367), (1, 1))
((1773, 487), (1, 1))
((2048, 306), (1, 1))
((1158, 2251), (1, 1))
((2079, 126), (1, 1))
((139, 660), (1, 1))
((1158, 2252), (1, 1))
((1623, 1781), (1, 1))
((2095, 2329), (1, 1))
((1775, 306), (1, 1))
((306, 350), (1, 1))
((1065, 104), (3, 1))
((1624, 1777), (1, 1))
((626, 372), (2, 1))
((1623, 660), (1, 1))
((1572, 1776), (1, 1))
((302, 306), (1, 1))
((1770, 306), (1, 1))
((1144, 1245), (1, 1))
((589, 1624), (1, 1))
((1367, 484), (1, 1))
((306, 452), (1, 1))
((1622, 1289), (3, 3))
((1180, 505), (1, 1))
((306, 487), (1, 1))
((2080, 1459), (1, 1))
((1624, 1788), (1, 1))
((2325, 508), (1, 1))
((1656, 1367), (1, 1))
((153, 306), (1, 1))
((1787, 306), (1, 1))
((2079, 1802), (1, 3))
((1552, 1778), (1, 1))
((2096, 1009), (1, 1))
((2218, 1411), (1, 3))
((542, 306), (1, 1))
((1197, 1998), (1, 5))
((563, 318), (1, 1))
((121, 1158), (1, 1))
((109, 236), (1, 1))
((1623, 1144), (1, 1))
((139, 306), (1, 1))
((102, 1251), (1, 1))
((1699, 1505), (1, 1))
((1670, 303), (1, 1))
((1640, 350), (1, 1))
((573, 505), (5, 1))
((719, 303), (1, 1))
((1772, 306), (1, 1))
((1778, 1367), (1, 1))
((1782, 306), (1, 1))
((1816, 829), (3, 1))
((1193, 1705), (1, 1))
((2086, 306), (1, 1))
((1304, 937), (1, 1))
((1624, 1196), (1, 4))
((2078, 1776), (3, 1))
((236, 306), (1, 1))
((1065, 401), (3, 3))
((2096, 1856), (1, 1))
((1065, 864), (3, 1))
((104, 401), (1, 3))
((191, 1998), (5, 5))
((1180, 937), (1, 1))
((1705, 487), (1, 1))
((137, 2504), (1, 1))
((1304, 505), (1, 1))
((2327, 2328), (1, 1))
((109, 1337), (1, 1))
((2080, 306), (1, 1))
((2080, 1367), (1, 1))
((1258, 505), (1, 1))
((1552, 1505), (1, 1))
((1623, 126), (1, 1))
((1624, 1780), (1, 1))
((102, 1448), (1, 1))
((1623, 1773), (1, 1))
((1584, 1367), (1, 1))
((2327, 1490), (1, 1))
((103, 306), (1, 1))
((1773, 1780), (1, 1))
((1251, 306), (1, 1))
((137, 2329), (1, 1))
((138, 1776), (1, 1))
((1193, 306), (1, 1))
((2085, 910), (1, 1))
((1624, 1778), (1, 1))
((556, 1805), (1, 1))
((519, 1998), (1, 5))
((2081, 1705), (1, 1))
((1624, 1779), (1, 1))
((1609, 1790), (1, 1))
((1779, 2318), (1, 1))
((2085, 306), (1, 1))
((1805, 306), (1, 1))
((773, 1505), (1, 1))
((1196, 1367), (4, 1))
((608, 191), (1, 5))
((1699, 484), (1, 1))
((1623, 1251), (1, 1))
((306, 1346), (1, 1))
((563, 2045), (1, 1))
((1367, 980), (1, 1))
((306, 1367), (1, 1))
((1624, 1787), (1, 1))
((699, 2327), (3, 1))
((318, 2045), (1, 1))
((563, 109), (1, 1))
((610, 109), (5, 1))
((1142, 2326), (1, 1))
((2377, 372), (1, 1))
((109, 306), (1, 1))
((1623, 384), (1, 1))
((236, 2046), (1, 1))
((1448, 505), (1, 1))
((36, 1505), (1, 1))
((139, 910), (1, 1))
((102, 2256), (1, 5))
((1623, 1774), (1, 4))
((1871, 417), (3, 3))
((2096, 1784), (1, 1))
((124, 306), (1, 1))
((133, 1784), (1, 1))
((699, 2045), (3, 1))
((109, 1779), (1, 1))
((1146, 1505), (1, 1))
((1088, 1089), (1, 1))
((1204, 1839), (1, 0))
((1623, 910), (1, 1))
