((1339, 1753), (2, 2))
((2522, 867), (2, 2))
((558, 876), (2, 1))
((867, 871), (2, 2))
((1016, 1256), (3, 3))
((1148, 1317), (2, 2))
((2523, 867), (2, 2))
((64, 1209), (2, 2))
((2442, 867), (2, 2))
((881, 1199), (2, 2))
((883, 933), (2, 2))
((364, 1306), (2, 2))
((657, 1229), (2, 2))
((154, 1752), (2, 2))
((2654, 1037), (2, 2))
((59, 615), (2, 2))
((90, 156), (2, 2))
((2616, 1737), (2, 2))
((2440, 867), (2, 2))
((189, 564), (2, 2))
((155, 1736), (2, 2))
((2612, 1516), (2, 2))
((2492, 758), (2, 2))
((558, 1706), (2, 2))
((871, 1229), (2, 2))
((1744, 1765), (2, 2))
((526, 1007), (2, 2))
((609, 1041), (2, 2))
((353, 1173), (2, 2))
((4, 1256), (3, 3))
((296, 2685), (2, 2))
((111, 758), (2, 2))
((296, 732), (2, 2))
((558, 1189), (2, 2))
((526, 1216), (2, 2))
((326, 1754), (2, 2))
((1148, 1747), (2, 2))
((650, 1557), (2, 2))
((2442, 1229), (2, 2))
((595, 1016), (3, 3))
((111, 2643), (2, 2))
((111, 2492), (2, 2))
((1711, 1730), (2, 2))
((1562, 1765), (2, 2))
((2221, 1148), (2, 2))
((2557, 1610), (2, 2))
((244, 1610), (2, 2))
((353, 1345), (2, 2))
((154, 326), (2, 2))
((2113, 1077), (2, 5))
((4, 1016), (3, 3))
((1632, 1756), (2, 2))
((609, 883), (2, 2))
((403, 806), (2, 2))
((1229, 1254), (2, 2))
((2492, 1765), (2, 2))
((2470, 1475), (0, 0))
((1067, 1216), (2, 2))
((155, 1689), (2, 2))
((427, 1528), (2, 2))
((501, 1765), (2, 2))
((1243, 1358), (2, 2))
((867, 1229), (2, 2))
((2492, 1169), (2, 2))
((2440, 1229), (2, 2))
((595, 1256), (3, 3))
((2560, 1114), (2, 2))
((1752, 1754), (2, 2))
((2221, 1317), (2, 2))
((632, 1430), (2, 2))
((806, 1383), (2, 2))
((260, 365), (0, 0))
((2175, 1256), (2, 3))
((580, 1758), (2, 2))
((1589, 1745), (2, 2))
((4, 2175), (3, 2))
((534, 609), (2, 2))
((363, 1003), (2, 2))
((820, 889), (2, 2))
((2445, 580), (2, 2))
((105, 2651), (2, 2))
((881, 1155), (2, 2))
((2685, 732), (2, 2))
((357, 2652), (2, 2))
((2515, 1154), (2, 2))
((657, 871), (2, 2))
((513, 657), (2, 2))
((155, 156), (2, 2))
((616, 1739), (2, 2))
((2448, 1067), (2, 2))
((101, 1589), (2, 2))
((580, 1765), (2, 2))
((2522, 657), (2, 2))
((1209, 1737), (2, 2))
((867, 1252), (2, 2))
((64, 2616), (2, 2))
((2523, 657), (2, 2))
((466, 970), (2, 2))
((2618, 2619), (2, 2))
((2220, 1317), (2, 2))
((760, 1513), (2, 2))
((319, 1205), (3, 2))
